nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
PAUD Melati Sawo III,69778063,4,JL. SAHARJO SAWO III RT 002/09,Manggarai Selatan,16309,,0,0,,,,,2
PAUD Melati Suci,69831235,4,AULA MASJID AL ISTIQOMAH RW 05,Mampang Prapatan,16307,12790,0,0,021-7940908,,melatisuci_paud@yahoo.com,,2
PAUD Melati Suci,69773404,4,Jl. Johar Baru Utara II No.18 RT. 004 RW.03,Johar Baru,16004,,-6.182913,106.856466,,,,,2
PAUD Melati Suci,69777849,4,JL. AULA MASJID ISTIQOMAH,Tegal Parang,16307,,0,0,,,,,2
PAUD Melati Tangki,69856791,4,Jl. Mangga Besar XI RT 11/01 Tangki,Tangki,16206,11170,-6.146823,106.825053,0856-92334964,,afri.paud@gmail.com,,2
PAUD Melati Ungu,69831119,4,AUP BARAT NO 16 RT 02 RW 06,Jati Padang,16302,12540,0,0,0857-15065312,,,,2
PAUD Melati X,69821121,4,JL. CENGKEH RT 008,Pekayon,16401,13710,-6.334753,106.862999,0852-14755742,,sepuluhmlt@gmail.com,,2
PAUD Melur,69831147,4,MPR I DALAM RT 001 RW 11,Cilandak Barat,16303,12430,-6.281115,106.803323,0812-18112722,,sriharyanti2001@gmail.com,,2
PAUD Melur 06,69857260,4,JL.SUNTER PERMAI RT.012 RW.006,Sunter Agung,16103,14350,0,0,,,melur06@yahoo.com,,2
PAUD Mentari Bangsa,69936092,4,Jl. KH. Naim III No. 36 RT 06 RW 09,Cipete Utara,16306,12150,0,0,0857-11425114,,hasa20.hasanah@gmail.com,,2
PAUD Mentari Ceria,69832318,4,Jl.Kapuk Kebon Jahe RT.005/03,Kapuk,16207,11720,-6.134613,106.742488,0812-86697032,,mentari.eliyanah@gmail.com,,2
PAUD Menteng,69831081,4,JL. DESA PUTRA RT 001 RW 017,Srengseng Sawah,16301,12640,0,0,,,,,2
PAUD Menteng,69777627,4,JL. DESA PUTRA RT 001/17,Srengseng Sawah,16301,,0,0,,,,,2
PAUD Menur,69773395,4,Jl. Inspeksi No.25 RT.001 RW.02,Kwitang,16003,10420,0,0,0857-71368263,,,,2
PAUD Menur,69777837,4,KEBON BARU II NO.26 RT 08/011,Kebon Baru,16309,,0,0,,,,,2
PAUD Merah Delima,69810973,4,Jl. Swadaya Utama Rt. 003/03,Kalideres,16208,,0,0,,,,,2
PAUD Merah Delima,69820396,4,Jl. Rawa Tengah RT.002/07,Galur,16004,10530,-6.177569,106.857314,,,,,2
PAUD Merpati Tunas Harapan,69831127,4,JL. MASJID BARU RT. 07/01,Pejaten Timur,16302,,0,0,,,,,2
PAUD Merpati Tunas Harapan,69778079,4,JL. BATU I GG. ARAB,Pejaten Timur,16302,,0,0,,,,,2
PAUD Miftahul Jannah,69856811,4,Jl. Prepedan Rt. 006/09 No. 3,Kamal,16208,11810,-6.114216,106.704189,0857-19534407,,umi.billi19@gmail.com,,2
PAUD Motekar,69879432,4,Jl.Garikas Raya No.79A RT.012/016,Kapuk,16207,11720,0,0,,,,,2
PAUD Mulya,69773402,4,Jl. Kramat Jaya No. 255A RT. 009/01,Johar Baru,16004,,-6.182284,106.855313,,,,,2
PAUD Muslimat Nu Assova,69856745,4,JL. ASOFA IV NO. 28 RT.009/01,Sukabumi Utara,16202,,-6.210933,106.782896,021-5483600,,paud.assova@yahoo.co.id,,2
PAUD Muslimat Nu Assova,69832265,4,Jl. Assova IV No. 28 Rt. 009/01,Sukabumi Utara,16202,,0,0,,,,,2
PAUD Mutiara,69831136,4,RAYA TANJUNG BARAT GG LANGGAR I,Pejaten Timur,16302,12510,0,0,0812-94653375,,pmlcmutiara@gmail.com,,2
PAUD Mutiara,69783456,4,JL. PERINTIS,Karet,16310,,0,0,,,,,2
PAUD Mutiara,69790658,4,Jl. Lingkungan Tiga,Tegal Alur,16208,,0,0,,,,,2
PAUD Mutiara,69776527,4,JL.KEMANDORAN I PULO MELATI IV,Grogol Utara,16305,12210,0,0,,,,,2
PAUD Mutiara,69776341,4,JL. H. MUKTAR RAYA RT 008/ 01 NO.37,Petukangan Utara,16304,,0,0,,,,,2
PAUD Mutiara,69832321,4,Jl. Batu Bulan RT008/08,Kapuk,16207,,-6.142723,106.749432,,,PAUDMUTIARA@GMAIL.COM,,2
PAUD Mutiara,69773464,4,Jl. Bungur Besar 19 No.14 A RT.011 RW.01,Gunung Sahari Selatan,16006,,0,0,,,,,2
PAUD Mutiara,69777551,4,GG. LANGGAR I RT 011/ 08 NO. 44,Pejaten Timur,16302,,0,0,,,,,2
PAUD Mutiara,69777878,4,JL. BRI RADIO DALAM RT 014/03,Gandaria Utara,16306,,0,0,,,,,2
PAUD Mutiara,69820391,4,Jl. Kramat Pulo Gundul 3/26,Tanah Tinggi,16004,,0,0,,,,,2
PAUD Mutiara 03,69831206,4,JL. BRI PS. INPRES RADIO DALAM,Gandaria Utara,16306,12140,0,0,0857-16335712,,tuti28_alawiyah@yahoo.com,,2
PAUD Mutiara 08,69831219,4,JL. ANTENA II UJUNG RT 09/08,Kramat Pela,16306,12130,0,0,0857-15054770,,ettyrochayati357@gmail.com,,2
PAUD Mutiara Bagi Bangsa,69857240,4,JALAN LELE BLOK G3 NO 1,Pejagalan,16101,14450,0,0,0812-84627862,2166694747,pkbmmbb@gmail.com,,2
PAUD Mutiara Bunda,69856780,4,Jl.S Jelambar jaya,Jelambar Baru,16204,11460,-6.154603,106.789177,0815-74880019,,mutiarabundapaud10@gmail.com,,2
PAUD Mutiara Bunda,69844982,4,JL. MASJID AL-IKSAN,Kramat Jati,16405,,0,0,,,,,2
PAUD Mutiara Bunda,69790670,4,Jl.S.Jelambar Jaya RT.009/02,Jelambar Baru,16204,,0,0,,,,,2
PAUD Mutiara Hati,69831108,4,PERTANIA III RT 06 RW 04,Pasar Minggu,16302,12540,0,0,021-92537750,,,,2
PAUD Mutiara Hati,69831231,4,JL. MAMPANG PRAPATAN X,Tegal Parang,16307,12790,0,0,0815-9213329,,paudmutiarahati@yahoo.com,,2
PAUD Mutiara Hati,69773386,4,Jl. H. Murtadho XVI RT.008 RW.06,Paseban,16003,10440,0,0,0813-33073246,,nurhasriyati@gmail.com,,2
PAUD Mutiara Hati,69777848,4,JL. MAMPANG PRAPATAN X,Tegal Parang,16307,,0,0,,,,,2
PAUD Mutiara Hati,69777704,4,JL. PERTANIAN IIIC RT 006/04,Pasar Minggu,16302,,0,0,,,,,2
PAUD Mutiara Mulia,69832304,4,Jl. Kunir No. I RT 04/06 Pinangsia,Pinangsia,16206,,0,0,,,,,2
PAUD Nadirah,69856787,4,Jl.Pekojan II RT.008/06 No.19,Pekojan,16205,11240,-6.141574,106.803288,,,,,2
PAUD Nanas 1,69777623,4,JL. ASY-SYAKIRIN RT 006/01,Cipedak,16301,,0,0,,,,,2
PAUD Nur Rahman,69786031,4,JL. CEMPAKA RT 02 RW 04,Tanjung Barat,16301,,0,0,,,,,2
PAUD Nurbaiti Lazuardi,69952917,4,Jl. Penganten Ali I No.78 RT.002 RW.06 Ciracas,Ciracas,16402,13740,0,0,021-8412204,,Sriyati.Helmi@gmail.com,http://paudnl.com,2
PAUD Nurhidayah Kembangan,69832260,4,PS MINGGU KEMBANGAN RT.05 RW.01,Kembangan Selatan,16201,11610,-6.186617,106.725014,0821-10892896,,,,2
PAUD Nurjamilah,69914066,4,JL. BALAI RAKYAT GEMPOL NO.53 RT.011  RW.001,Cakung Timur,16408,13910,0,0,0813-82441034,,hj.saidah.nj@gmail.com,,2
PAUD Nurul Amanah,69863842,4,Kp. Baru Jl. DD Rt. 8/05 No.43,Sukabumi Selatan,16202,11560,-6.220255,106.768656,,,,,2
PAUD Nurul Fitri,69832309,4,Jl. AL-FALAH I A RT010/008,Duri Kosambi,16207,11750,-6.1811,106.716063,0896-36621974,,nurulfitri.paud@gmail.com,,2
PAUD Nurul Fitri,69856808,4,Jl. H. Aseni Rt. 010/08 NO123,Semanan,16208,,0,0,,,,,2
PAUD Nurul Hafi,69822341,4,JL. H GG. Y RT 003 RW 08 NO.3,Kebon Baru,16309,12830,0,0,,,,,2
PAUD Nurul Haya 05,69857287,4,"Jln. Swasembada Timur XIX, Rt 12 Rw 05",Kebon Bawang,16103,14320,-6.118605,106.889248,0818-994423,,ihsanabdani@yahoo.com,,2
PAUD Nurul Hidayah,69875716,4,MASJID,Susukan,16402,,0,0,,,,,2
PAUD Nurul Hidayah,69862543,4,MUSTIKA RATU RT.004 RW.04,Ciracas,16402,13740,0,0,,,nurulhidayahciracas2@gmail.com,,2
PAUD Nurul Hikmah,69945033,4,Jl. Cempaka Putih Barat XIX RT.008 RW. 13,Cempaka Putih Barat,16005,10520,0,0,021-4246541,,meizarina2669@gmail.com,,2
PAUD Nurul Hikmah,69831148,4,KH MUHASYIM RT 10 RW 06,Cilandak Barat,16303,12430,-6.289,106.7916,0812-81149144,,paudnurulhikmah81@yahoo.com,,2
PAUD Nurul Hikmah,69832268,4,Jl. Anggrek,Kelapa Dua,16202,,0,0,,,,,2
PAUD Nurul Hilal,69856796,4,Dahlia I No. 1 Rt 04/09,Kapuk,16207,11720,0,0,0812-83397905,,marni.kurniawan@yahoo.com,,2
PAUD Nurul Iman,69933937,4,Jl. Raya Cilangkap No. 1 B   RT.005  RW.01,Cilangkap,16403,13870,0,0,021-8445582,,paud1nuruliman@gmail.com,,2
PAUD Nurul Muslimin,69773412,4,Jl. Kamp Rawa Sawah I RT.006/06,Kampung Rawa,16004,,-6.177274,106.853117,,,elymaryani@gmail.com,,2
PAUD Nusa Indah,69773428,4,Jl. Pramuka Sari I RT.015 RW.09,Rawasari,16005,10570,0,0,021-4228785,,alishka.scarf@gmail.com,,2
PAUD Nusa Indah,69820852,4,AULA MASJID NURUL ISLAM JL. RAMBUTAN RT 006 RW 03,Kalisari,16401,13790,0,0,021-87708360,,paudnusaindah.xsari@yahoo.co.id,,2
PAUD Nusa Indah,69777697,4,JL. SWADAYA I NO. I RT. 001/0II,Pejaten Timur,16302,12510,0,0,0812-86524109,,,,2
PAUD Nusa Indah,69773417,4,Jl. Tanah Tinggi XII No.17 RT. 008/07,Tanah Tinggi,16004,10540,0,0,0877-05462911,,paudnusaindah007@gmail.com,,2
PAUD Nusa Indah,69820800,4,TAMAN MINI PINTU 2 RT.012 RW.03,Pinang Ranti,16404,13560,-6.297976,106.889891,0878-89626290,0,paudnusaindah03@gmail.com,,2
PAUD Nusa Indah,69776418,4,JL. KEBON MANGGA,Cipulir,16305,,0,0,,,,,2
PAUD Nusa Indah,69880116,4,JL. B RAYA NO. 01 RT 001 RW 08,Pejagalan,16101,,0,0,,,,,2
PAUD Nusa Indah,69832301,4,Jl. Kp Jawa Kb Sayur I RT 11/09 Keagungan,Keagungan,16206,,0,0,,,,,2
PAUD Nusa Indah,69844981,4,JL. NUSA 1 RT 006 / 003,Kramat Jati,16405,13510,0,0,,,,,2
PAUD Nusa Indah,69777864,4,JL. MENTENG ATAS,Menteng Atas,16310,,0,0,,,,,2
PAUD Nusa Indah,69844985,4,DEWI SARTIKA TANJUNG SANYANG RT 009/008,Cawang,16405,,0,0,,,,,2
PAUD Nusa Indah 011,69776518,4,JL. TANAH KUSIR II,Kebayoran Lama Selatan,16305,12240,0,0,0813-16892317,,nusaindah11kls@gmail.com,,2
PAUD Nusa Indah 02,69912814,4,Jl. Petamburan I,Petamburan,16001,10260,0,0,,,anwarelfida@gmail.com,,2
PAUD Nusa Indah 07,69773339,4,Pejompongan RT. 010 RW. 07,Bendungan Hilir,16001,10210,0,0,0815-17277808,,paudnusaindah072016@gmail.com,,2
PAUD Nusantara Rusun Karet Tengsin,69820358,4,JL Karet Pasar Baru Barat I,Karet Tengsin,16001,10220,0,0,0821-22434774,,,,2
PAUD Nuurussyamsiyyah,69905479,4,JL. H. BAPING RT.10/06,Susukan,16402,,-6.31509,106.873672,0813-88147023,,erma1234@gmail.com,,2
PAUD Nyiur Melambai II,69795523,4,Jl. Warakas VIII Gg 10 No.104 Rt.006 Rw.010,Warakas,16103,,-6.125076,106.878294,,,,,2
PAUD Pakis,69795698,4,Pembangunan III No. 35B Rt. 008/09,Rawabadak Utara,16104,,0,0,,,,,2
PAUD Palapa,69831110,4,PALAPA XV,Pasar Minggu,16302,12520,-6.2714,106.8488,0816-790771,0,paudpalapa05@gmail.com,,2
PAUD Palapa Rw 05,69777745,4,JL. PALAPA XV RT 009/05,Pasar Minggu,16302,,0,0,,,,,2
PAUD Palem Indah,69773405,4,Jl. Percetakan Negara II RW. 07,Johar Baru,16004,10560,-6.185649,106.856284,0812-85619333,,etisupriati-palemindah@yahoo.co.id,,2
PAUD Palem Lestari,69856798,4,Jl.Galunggung Blok E 24 No.2 RT.10/15,Cengkareng Timur,16207,,0,0,021-5458415,,,,2
PAUD Palupi Jaya,69832327,4,Jl.Jaya Raya RT.001/09 No.47,Cengkareng Barat,16207,11730,-6.126146,106.7233,0878-75525145,,azizahsamsiah@gmail.com,,2
PAUD Pamungkas,69856784,4,Jl. Krendang Selatan No. 21,Krendang,16205,11260,-6.149755,106.806335,0813-14406984,0,siti123mardiyah@gmail.com,,2
PAUD Pandan,69831218,4,JL. PANDAN RT 003/09,Kramat Pela,16306,12130,0,0,,,elanurlaela409@yahoo.co.id,,2
PAUD Pandawa,69929395,4,Jl. dukuh III F No.14 C  RT.004 RW.02,Dukuh,16405,13550,0,0,021-8403535,,playgrouppandawa@gmail.com,,2
PAUD Parkit,69822370,4,JL. KAPTEN TENDEAN GG. DAMAI,Mampang Prapatan,16307,12790,0,0,,,,,2
PAUD Parkit Rw 07,69777845,4,JL. TEGAL PARANG UTARA,Mampang Prapatan,16307,,0,0,,,,,2
PAUD Pelangi,69940376,4,JLTanah Pasir RSB Penjaringan Blok I Lt.I,Penjaringan,16101,14440,0,0,021-6611081,,bkb.paudpelangi06@gmail.com,,2
PAUD Pelangi,69856785,4,JL.JEMBATAN BESI 2 RT.010/01,Jembatan Besi,16205,11320,-6.150945,106.796551,0812-95921007,,,,2
PAUD Pelangi,69831087,4,JL. KEMENYAN,Ciganjur,16301,12630,0,0,0818-08100088,,paudpelangi0705@gmail.com,,2
PAUD Pelangi,69790659,4,JLN.INDRALOKA2 BLOK69 RT.07 RW.06,Wijaya Kesuma,16204,,0,0,,,,,2
PAUD Pelangi,69777617,4,JL. KEMENYAN,Ciganjur,16301,,0,0,,,,,2
PAUD Pelangi,69856778,4,JL.INDRALOKA II BLOK G IX RT 007/006,Wijaya Kesuma,16204,,0,0,,,,,2
PAUD Pelangi,69773361,4,Jl. Kampung Bali XXX RT. 007 RW. 08,Kampung Bali,16001,10250,0,0,,,nurjanah80@gmail.com,,2
PAUD Pelangi,69945128,4,Jl. F3 RT.012 RW.10 No.12,Cempaka Baru,16006,,0,0,,,,,2
PAUD Pelangi 04,69778071,4,JL. PEDUREN MASJID,Karet Kuningan,16310,12934,0,0,,,,,2
PAUD Pelangi Bangsa,69773470,4,Jl. A GG. IV No. 17 RT. 003 RW. 07,Kartini,16007,10750,0,0,,,,,2
PAUD Pelangi Bunda,69832253,4,Jl. Kyai H. Hasim RT.002/03,Joglo,16201,,-6.216255,106.74988,021-37043305,,,,2
PAUD Pelangi Indah,69832319,4,Jl.Kapuk Rawa Gabus RT.14/11,Kapuk,16207,11720,0,0,0812-0672798,,,,2
PAUD Pelita,69821029,4,JL.MARZUKI IV/3 KAMPUNG JEMBATAN RT.006/017,Penggilingan,16408,13940,-6.214441,106.929165,0812-80558580,,pelitas3p@gmail.com,,2
PAUD Pelita,69820398,4,Jl. Percetakan Negara II RT. 010 / 06,Johar Baru,16004,10560,-6.190603,106.857823,,,,,2
PAUD Pelita Bangsa,69777882,4,JL. CEMPAKA 3 P. ANTASARI RT 007/06,Cipete Utara,16306,,0,0,,,,,2
PAUD Pelita Hati,69929608,4,Jl. Kerja Bakti RT.004  RW.09,Kramat Jati,16405,,0,0,,,,,2
PAUD Pelita Hati,69780584,4,JL. KESEHATAN V,Bintaro,16304,,0,0,,,,,2
PAUD Pencinta Anak,69856783,4,TSS TRIKORA RT.002 RW.05,Duri Utara,16205,,-6.156631,106.80536,,,,,2
PAUD Pepri,69832337,4,Jl. Manyar Dalam Rt. 01/015 No. 69,Tegal Alur,16208,,0,0,,,,,2
PAUD Perkutut,69935305,4,JL. PANCA WARGA I RT.007 RW.001,Cipinang Besar Selatan,16406,,0,0,,,,,2
PAUD Permata,69776362,4,JL. MANUNGGAL II RT 15 RW 02,Petukangan Selatan,16304,,0,0,,,,,2
PAUD Permata 02,69778060,4,JL. KESELAMATAN,Manggarai Selatan,16309,,0,0,,,,,2
PAUD Permata Biru,69916787,4,Jl. Cipinang Muara II Rt.005/02,Pondok Bambu,16407,13430,0,0,021-97733349,,imawijayanti09@gmail.com,,2
PAUD Permata Bunda,69822368,4,JL. MANGGARAI UTARA II,Manggarai,16309,12850,-6.211969,106.85595,021-83705120,2183705120,rsg_tjiliwoeng@yahoo.co.id,,2
PAUD Permata Bunda,69773458,4,Jl. Taruna Jaya II No.19 RT.020 RW. 02,Serdang,16006,10650,0,0,0812-89267020,,rahayuningsih311@gmail.com,,2
PAUD Permata Bunda,69773414,4,Jl. Kramat Pulo Gundul RT. 003/10,Tanah Tinggi,16004,10540,0,0,0813-82082759,,,,2
PAUD Permata Bunda,69957018,4,JL. BENDA JAYA NO. 11 B RT.007 RW.012,Duren Sawit,16407,13440,0,0,0878-85308970,,permata.bundarw012@gmail.com,,2
PAUD Permata Bunda,69905081,4,"JL. CIPINANG ASEM GG, MEDE RT.006BRW.012",Kebon Pala,16404,,0,0,,,permatabundap@gmail.com,,2
PAUD Permata Bunda,69878047,4,JL. H. THOLIB NO. 2A,Cipete Utara,16306,12150,-6.266062,106.811165,,,permatabunda.cipeteutara@gmail.com,,2
PAUD Permata Bunda II,69934418,4,PAUD PERMATA BUNDA II,Malaka Sari,16407,,0,0,,,,,2
PAUD Permata Hati,69822350,4,JL. DR. SAHARJO SWADAYA I,Manggarai,16309,12850,0,0,0821-11147016,,hera_permatahati@yahoo.com,,2
PAUD Permata Hati,69832322,4,Apartemen City Park Tower E/1/50  RT.09 RW.014,Cengkareng Timur,16207,,0,0,,,,,2
PAUD Permata Hati,69832256,4,Jl. H. Ramin No. 55 RT.007/08,Meruya Selatan,16201,11610,0,0,,,,,2
PAUD Permata Ibu Ceria,69821146,4,Jl. Wijaya Kusuma III RT.015 RW.07,Malaka Sari,16407,13460,-6.2251,106.9299,0813-98762756,,azizahlaily22@yahoo.com,,2
PAUD Permata Kasih,69820340,4,Jl. Topaz Raya Pendopo RW. 04,Sumur Batu,16006,10640,0,0,0813-10756748,,paudpermatakasih04@gmail.com,,2
PAUD Perpustakaan Duri Kepa,69832273,4,Jl. Duri Raya No. 1,Duri Kepa,16202,,0,0,,,,,2
PAUD Pesona Sri Rejeki,69777847,4,JL. PONCOL GG II,Bangka,16307,,0,0,,,,,2
PAUD Pesona Sri Rejeki,69831226,4,JL. KEMANG BARAT RT 009/05,Bangka,16307,,0,0,,,,,2
PAUD Pipit Rw.07,69820927,4,JL BEKASI TIMUR IV RT007/07,Cipinang Besar Utara,16406,13410,0,0,021-8198517,,JUSTINA.SARMIYATUN@GMAIL.COM,,2
PAUD Pisang Ambon,69777702,4,JL. H. MESIR II,Pasar Minggu,16302,,0,0,,,,,2
PAUD Pisang Tiga,69786090,4,JL. BRIGIF E RT 001/01,Jagakarsa,16301,,0,0,,,,,2
PAUD PKBm Negeri 05 Jelambar,69948988,4,Jl. Prof.Dr.Latumenten I RT.004/05,Jelambar,16204,,0,0,,,,,2
PAUD PKBm Negeri 06 Meruya Utara,69939827,4,Jl. Raya Meruya Utara Jalur 20 RT.004/001,Meruya Utara,16201,11620,0,0,021-5866345,,paudpkbmn06.meruyautara@gmail.com,,2
PAUD PKBm Negeri 18 Kapuk,69927296,4,Jl. Kapuk Raya No 3 Rt 02/03,Kapuk,16207,11720,0,0,0878-82159177,,rdnona17@gmail.com,,1
PAUD PKBm Negeri Kebon Jeruk,69856746,4,Jl. Raya Kebon Jeruk 39,Kebon Jeruk,16202,11530,-6.198155,106.767883,,,,,2
PAUD PKBm Rindu Arafah,69832329,4,Jl. Semanan Raya No. 38A,Semanan,16208,,0,0,,,,,2
PAUD Pola Bunga,69831143,4,JL. BANGO II RT 12/03 NO 58,Pondok Labu,16303,,0,0,,,,,2
PAUD Pola Bunga,69783317,4,BANGO II,Pondok Labu,16303,,0,0,,,,,2
PAUD Pra Sd Lintas 3.2,69777621,4,JL. SADAR RAYA RT 003/02,Ciganjur,16301,,0,0,,,,,2
PAUD Pra Sd Lintas 32,69831088,4,JL. SADAR RAYA RT 003 RW 02,Ciganjur,16301,,0,0,,,,,2
PAUD Pribadi Cerdas 04,69945448,4,Jl. Inspeksi Kali Sunter No.5 Rt.005 Rw.04,Kelapa Gading Barat,16105,,0,0,,,,,1
PAUD Puspa,69856804,4,JL. Kampung Utan Bahagia RT08/RW04 Ceng-Tim,Cengkareng Barat,16207,11730,0,0,0878-86867864,,esti.purbiati1@gmail.com,,2
PAUD Puspa Bangsa,69773447,4,Jl. Cempaka Wangi II RT.11 RW.09,Harapan Mulya,16006,10640,0,0,0812-10655925,,ifawinlatifah0@gmail.com,,2
PAUD Puspa Cindra Kana,69795604,4,Jl. Telaga Murni I,Sunter Jaya,16103,,0,0,,,,,2
PAUD Puspa Indah,69773410,4,Jl. KRawa Selatan gg.Kembang Sepatu No.31 RT.003/05,Kampung Rawa,16004,10550,-6.180572,106.857238,,,paudpuspaindah05@gmail.com,,2
PAUD Puspasari,69778041,4,JL. H. ZENI II RT 04/07,Gandaria Utara,16306,,0,0,,,,,2
PAUD Puspita,69917062,4,Jl. Jati Bunder Raya No.1,Kebon Kacang,16001,10240,0,0,,,shelawati84@gmail.com,,2
PAUD Putra Bangsa,69909494,4,Jl. Kavling 1 RT.013. RW.08,Pekayon,16401,13710,0,0,,,,,2
PAUD Putra Indonesia SPS,69961836,4,Jl. Warga No.16 Pondok Rangon RT.001 RW.06,Pondok Ranggon,16403,,0,0,,,,,2
PAUD Putra Nusa,69856810,4,Jl. Peta Barat,Kalideres,16208,11840,-6.142549,106.693396,021-54399545,,anggunjelita88@yahoo.com,,2
PAUD Qotrunnada,69832332,4,Jl. Bambularangan,Pegadungan,16208,11830,-6.138965,106.71672,0812-19854736,,sitimaimunah8954@gmail.com,,2
PAUD Ra Kartini,69781102,4,JL. PALBATU I NO.5,Menteng Dalam,16309,,0,0,,,,,2
PAUD Raflesia,69776419,4,JL. AMSAR,Cipulir,16305,,0,0,,,,,2
PAUD Rahayu,69821113,4,JL. LESTARI,Kalisari,16401,13790,-6.3325,106.8491,,,paudrahayu113@gmai.com,,2
PAUD Rakit Tiang,69856956,4,Pulau Kelapa Dua,Pulau Kelapa,10102,14540,0,0,0878-88863775,,bkbpaudrakittiang@gmail.com,,2
PAUD Rakyat,69790595,4,Kp. Belakang Rawa Terong Rt. 05/05,Kamal,16208,11810,-6.107197,106.69939,0896-96535741,,misiana45@gmail.com,,2
PAUD Rambutan,69777616,4,JL. NURUL IMAN RT 004/05,Cipedak,16301,,0,0,,,,,2
PAUD Rasci,69959438,4,Jl. Bangau V No.8 RT.007 RW.008,Gunung Sahari Selatan,16006,,0,0,,,,,2
PAUD Ratu Bilqis,69773393,4,Jl. Kramat Sentiong Gg. Masjid E. 87 F RT.003 RW.06,Kramat,16003,10450,0,0,0812-9287981,31923595,susandama06@gmail.com,,2
PAUD Raudah Annur,69773456,4,JL. SERDANG BARU IX RT.10 RW.05,Serdang,16006,,0,0,,,,,2
PAUD Raudhoh,69907387,4,Jl. Tengki No.47 RT.002 RW.02,Cipayung,16403,13480,0,0,021-84306271,,,,2
PAUD Rawasari,69773425,4,Jl. Pramuka Sari II RT.013 RW.08,Rawasari,16005,10570,0,0,021-4248420,,imassulastri65@gmail.com,,2
PAUD Restu Ibu,69915918,4,Jalan Kebembem 3 RT. 006/007,Jagakarsa,16301,,0,0,,,,,2
PAUD Ria Pembangunan,69934332,4,Jl. Bumi Harapan Raya RT.008  RW. 006  Bumi harapan permai,Dukuh,16405,13550,0,0,021-8400810,218400810,paud_riapembangunan@yahoo.com,,2
PAUD Riesya,69820360,4,Jl. Rawa Selatan II RT. 001 / 05 Gg. Kenanga,Kampung Rawa,16004,,-6.178318,106.856849,021-4250242,,,,2
PAUD Risma,69810978,4,Jl. Wadas,Pegadungan,16208,,0,0,,,,,2
PAUD Ros Indah,69857650,4,"Jl. Kali Pasir Rt 04/011, Kelurahan Kapuk",Kapuk,16207,11720,-6.128906,106.74156,0821-10170969,,imamaryadi6@gmail.com,,2
PAUD Rosalia,69790602,4,Jl. Jelambar Utara G NO.19 RT.001/006,Jelambar Baru,16204,11460,-6.148454,106.787614,0857-19890101,,anormadiana@gmail.com,http://paudrosalia.com,2
PAUD Rosalia,69856781,4,"JL. JELAMBAR UTARA G RT,01 RW.06",Jelambar Baru,16204,,0,0,,,,,2
PAUD Rosalinda,69939825,4,Jl. Kp. Sanggrahan RT.011/06,Meruya Utara,16201,11620,0,0,0878-82271826,,,,2
PAUD Rosela,69777872,4,JL. DUREN TIGA BARAT VI,Duren Tiga,16308,,0,0,,,,,2
PAUD Rumah Tekko,69911630,4,Jl. Kapuk Raya Gg.Mawar SCB RT.07/01,Kapuk,16207,11720,-6.152587,106.738958,0813-14329919,,paudrumahtekko@yahoo.co.id,,2
PAUD Sabrina,69917060,4,Jl. Taman Kebon Kacang No 8 RT.06 RW.05,Kebon Kacang,16001,10240,-6.2071,106.8088,,,,,2
PAUD Sakura,69945036,4,Jl. Bacang RT. 009 RW.006,Rawasari,16005,10570,0,0,0811-965876,,paudsakura06@gmail.com,,2
PAUD Sakura,69820347,4,"Jl, Kali Baru Timur I RT.010 RW.06",Bungur,16003,10460,0,0,0812-96290535,,sumarni_fikri@yahoo.com,,2
PAUD Sakura,69917076,4,Jl. Bacang RT.09 RW.006,Rawasari,16005,,0,0,,,,,2
PAUD Salsabila,69821089,4,Jl. Sepakat V No. 78,Cilangkap,16403,,0,0,021-84310671,,dettyaa@yahoo.com,,2
PAUD Samudera 3,69795689,4,Jl. Mangga Ujung Gg. Rumbia III No. 7C Rt. 002/02,Tugu Utara,16104,,0,0,,,,,2
PAUD Sanggar Thaufan,69962330,4,Jl. Agung Raya II No. 1,Lenteng Agung,16301,,0,0,,,,,2
PAUD Sari Mutiara,69856756,4,JL.Studio Ujung TVRI NO.99 RT 008/012,Palmerah,16203,11480,-6.196928,106.786058,021-53675750,,paudsarimutiara@gmail.com,,2
PAUD Sari Mutiara,69790673,4,Jl. Studio Ujung TVRI No.99 RT.008/012,Palmerah,16203,,0,0,,,,,2
PAUD Sarlita Cempaka,69773440,4,Jl. Cempaka Putih Barat  XIX No.17 RT.014 RW.05,Cempaka Putih Barat,16005,10520,0,0,0812-89996562,,sulastriumj2@yahoo.com,,2
PAUD Sartika,69783610,4,JL. MAMPANG PRAPATAN II NO.70,Mampang Prapatan,16307,12790,-6.243729,106.828603,021-7985787,,paudsartikamampang@gmail.com,,2
PAUD Satria,69790625,4,Jl.Satria I RT.003/04,Jelambar,16204,,0,0,,,,,2
PAUD Satria,69856841,4,JL. SATRIA I NO 1,Jelambar,16204,,-6.163617,106.787968,,,,,2
PAUD Saudara,69773472,4,JL. G RAYA,Karang Anyar,16007,,0,0,,,,,2
PAUD Sedap Malam,69946673,4,Jl. Kemayoran Gempol RT. 008 RW. 007,Kebon Kosong,16006,10630,0,0,0881-1338357,0,wijiyani19@gmail.com,,2
PAUD Sedap Malam,69785899,4,LONTAR 9 RT.11/12,Menteng Atas,16310,,0,0,,,,,2
